Posted At,Job Title,Company Link,Company Location,Job Type,Job Salary,Job Experience Level,Job Education,Job Description
Posted 1 day ago,Order Dispatcher/ Order Inventory Management,https://pk.indeed.com/cmp/The-Skin-Xperts?campaignid=mobvjcmp&from=mobviewjob&tk=1hs125enijl0i800&fromjk=2ba271b61407e0bf,Karachi,Full-time,"Rs 25,000 - Rs 35,000 a month",Entry level,No specific education required,"Job description
We are seeking a detail-oriented and reliable Picker and Packer to join our eCommerce store.
The primary responsibility will be accurately picking and packing customer orders while maintaining inventory accuracy. Additionally, you will play a crucial role in managing stock levels and ensuring a smooth order fulfillment process.
Responsibilities:
Accurately pick and pack customer orders from our inventory.
Ensure that the correct products and quantities are packed for each order, avoiding any discrepancies.
Assist in resolving any order-related issues promptly and effectively.
Conduct daily inventory counts to monitor stock levels and ensure accurate records.
Participate in stock audits to maintain inventory integrity and efficiency.
Perform other duties as assigned.
Requirements:
Minimum intermediate level.
Prior 1 year of experience in eCommerce order picking and packing will be preferred.
Basic MS Excel skills, including data entry and knowledge of basic formulas.
Should be able to read and write
Job Type: Full-time
Location: Gulistan e Jauhar Block 15
If you are a motivated individual with a keen eye for detail and have a passion for delivering exceptional customer service, we encourage you to apply for this position. Join our dynamic team and contribute to our eCommerce store's success.
Job Type: Full-time
Salary: Rs25,000.00 - Rs35,000.00 per month
Experience:
picker and packer: 1 year (Required)
Timing 11am-8pm (Mon-Sat)
Job Type: Full-time
Pay: Rs25,000.00 - Rs35,000.00 per month"
Posted 1 day ago,Front Desk Receptionist ( Female ),https://pk.indeed.com/cmp/The-Maidaan?campaignid=mobvjcmp&from=mobviewjob&tk=1hs125jid2fe7052&fromjk=5e79f406c09ac9b0,Islamabad,Full-time,"Rs 35,000 - Rs 40,000 a month",Entry level,No specific education required,"Job Description:
Front Desk Receptionist (Female) for Maidaan Marketing. We are seeking a professional and friendly female front desk receptionist to join our team at Maidaan Marketing. The successful candidate will be responsible for greeting visitors, answering phones, and providing administrative support.
Responsibilities:
Greet visitors and provide them with a positive first impression of our company
Answer phones and redirect calls as necessary
Maintain a clean and organized front desk area
Assist with administrative tasks such as data entry, filing, and mail distribution
Schedule appointments and manage the calendar
Provide excellent customer service to all visitors and callers
Requirements:
Excellent verbal and written communication skills
Strong organizational and multitasking abilities
Familiarity with Microsoft Office Suite (Word, Excel, Outlook)
Prior experience as a receptionist or in a similar role is preferred
Job Type: Full-time
Pay: Rs35,000.00 - Rs40,000.00 per month
Experience:
Receptionist: 1 year (Preferred)"
Posted 2 days ago,Junior HR Executive,https://pk.indeed.com/cmp/Ikonic?campaignid=mobvjcmp&from=mobviewjob&tk=1hs125n27jl2d800&fromjk=9c722d2859db81e9,Lahore,Full-time,,Entry level,No specific education required,"Timings: 4:00pm-1:00am


Location : IKONIC, 5th Floor, Central Tower, 2 Hali Rd, Block B Gulberg 2, Lahore, Punjab


About Us:
IKONIC is a US based IT company, headquartered in Miami, Florida. It is a group endeavor that mixes experience with agility, honesty, teamwork, trust, and insight into the future. We are a team of top-notch developers who believe in providing solutions to your every problem. Our previous projects and a journey of nine years make us the leading name whom you can trust for adding value to your business. We believe that we can present a solution to your every problem complementing innovation with sustainability. It is through our established repository of experiences that we offer a unique solution to every problem. Our services are available across the globe in a time zone aligned manner.


Position Purpose :


We are seeking a dynamic and motivated Junior HR Executive with a focus mainly on HR Operations to join our team. This is an exciting opportunity to gain hands-on experience in Human Resource Operational department as an Junior HR Executive.


Education and Professional Qualification :
Typically, a bachelors degree in Human Resources, Business Administration, or a related field is preferred.

Experience:
Individual with a minimum of 1 year of experience.
Responsibilities:
Data Management: Maintain and update employee records, ensuring accuracy and confidentiality. This may include data entry, filing, and organizing documents.
Recruitment Support: Assist with the recruitment process by posting job openings, reviewing resumes, scheduling interviews, and communicating with candidates.
Onboarding: Help in the onboarding process for new hires, including paperwork, orientation, and coordination with various departments.
Benefits Administration :Support the administration of employee benefits programs, including health insurance, retirement plans, and other benefits.
Employee Relations: Assist with employee relations activities, such as organizing team-building events, surveys, and feedback collection.
Compliance: Ensure HR policies and procedures are followed in accordance with relevant laws and regulations.
Training and Development: Assist in organizing training sessions and workshops for employees, and maintain training records.
Payroll Support: Help with payroll processing tasks, including timekeeping and resolving payroll-related queries.
HR Reporting: Compile HR data and generate reports for analysis and decision-making.
Documentation: Maintain and organize HR documents, including employee handbooks, policies, and procedures.



Benefits
Competitive Salary
Bonuses
Medical Health Insurance
Annual Leaves
Casual leaves
Sick Leaves
Bereavement Leaves
Marriage Leaves
Paternity Leaves
Maternity Leaves
Bi-Annual Reviews
Providunt Fund

Why Should You Join IKONIC?



At IKONIC , we believe in providing development opportunities to all its employees which is why our job comes with a variety of challenging assessments meant to catapult your career to the next level. This is made evident with our offerings such as:
A growth mindset through the help of experienced and helpful Mentors. Ikonic is made up of passionate individuals who aim to support each other in their training as well as day-to-day tasks.
A Dynamic Enviorment where we focus on encouraging initiatives, promoting agility and creating a work/life balance. We know the value you bring in and we aim to nurture it.
Market Competitive Compensation based upon your professional qualifications and skill set.
As an Equal employment opportunity provider. All employment-associated decisions are based on an individuals merit.
Note: Above goals and job descriptions are indicative and subject to change."
Today,Remote Accountant/QuickBooks Administrator from Pakistan,https://pk.indeed.com/cmp/Excellence-Training-Center?campaignid=mobvjcmp&from=mobviewjob&tk=1hs125u9mjkme869&fromjk=43deb62362f284df,Karachi,Full-time,"Rs 38,000 - Rs 50,000 a month",No experience required,No specific education required,"Job Opening: Remote Accountant/QuickBooks Administrator from Pakistan
Are you an experienced accountant with a knack for QuickBooks administration? We're seeking a detail-oriented individual to join our team in managing our financial records and ensuring accuracy in our accounting processes.
Responsibilities:
- Perform data entry into QuickBooks from various source documents with precision and accuracy.
- Maintain comprehensive records of financial transactions and ensure compliance with IFRS standards.
- Utilize QuickBooks Online proficiently to manage accounts and generate reports.
- Collaborate with the finance team to reconcile accounts, resolve discrepancies, and prepare financial statements.
- Assist in external auditing processes as needed.
Requirements:
- Good knowledge of International Financial Reporting Standards (IFRS).
- Minimum of 3 years of work experience in accounting roles.
- Proficiency in QuickBooks, particularly the online version.
- Preferred experience in external auditing.
- Bachelor's degree in Accounting is preferred.
- Fluent English communication skills are mandatory.
- Candidates who are full or part qualified in professional qualifications (ACCA, CA, IFRS etc).
Work Schedule:
This is a full-time work-from-home position requiring 8 hours of work per day with a 1-hour break. You will have one day off during the week.
How to Apply:
If you meet the above criteria, we would love to hear from you. Please submit your resume, and a brief introduction about yourself by filling out the form in the link below:
https://forms.gle/G4gaeFLT3sB2gNtNA
Please note that only applications submitted through the Google Form provided in the link above will be considered.
Thank you and all the best!
Job Type: Full-time
Pay: Rs38,000.00 - Rs50,000.00 per month"
Today,Female Accountant,https://pk.indeed.com/cmp/Xpert-Accountech-Services-(pvt)-Ltd?campaignid=mobvjcmp&from=mobviewjob&tk=1hs1261jjjkn4800&fromjk=ba5a50d47d094722,Karachi,Full-time,"Rs 50,000 - Rs 60,000 a month",No experience required,Bachelor’s Degree,"Job Objective:
This is a full-time on-site role for a Female Accountant at XPERT ACCOUNTECH SERVICES (XATS) PVT LTD located in Karachi. As a Female Accountant, you will be responsible for basic accounts receivable bookkeeping activities to ensure transactions are recorded accurately and timely in accordance with accepted accounting principles, company policies, and tax regulations. Perform monthly reconciliations and prepare and post invoices. This role requires strong attention to detail, excellent analytical skills, and the ability to work independently.
Qualification:
Master’s or Bachelor’s degree in accounting/finance with 2-3 years experience or part qualified (ACCA Part 2, ACMA post foundation, CMA/CPA part qualified) with 2–3 years experience in bookkeeping function, i.e., account payable, account receivable, fixed assets, etc. In addition to:
Knowledge of basic accounting principles, practices, and procedures.
Hands-on experience with SAP/Dynamics ERP system.
Strong verbal and written communication skills.
Good interpersonal and customer service skills are required.
Good Computer Skills to perform the job successfully, along with good knowledge of MS Office suite.
Proven experience in invoicing, preferably in an import/export or logistics environment.
Strong attention to detail and accuracy in data entry.
Familiarity with import regulations and customs procedures is a plus.
Interested candidates may send their resumes to the email address mentioned below: Hr@xatspk.com
Job Type: Full-time
Pay: Rs50,000.00 - Rs60,000.00 per month"
Active 3 days ago,Recruiter,https://pk.indeed.com/cmp/Linrco?campaignid=mobvjcmp&from=mobviewjob&tk=1hs1265q42ek3005&fromjk=841bf652e2c41630,Taxila,Full-time,"Rs 85,000 - Rs 100,000 a month",No experience required,Bachelor’s Degree,"Job Objective
Provide an excellent quality Recruitment Service Support to the Partner Agencies at every stage of the recruitment process as well as completing the documents required for the on-boarding candidate.
Work as a collaborative and effective team member and provide a professional service to both internal and external stakeholders.
Key Responsibilities/Duties
Provide technical, operational and service support to the Sr. Recruitment Specialist team and members as needed
Manage the recruitment operation such completing the required documents of the candidate and closely working with the Sr. Recruitment Specialist to update the recruitment status and maintain the recruitment tracker or reports to ensure client deliverables are met.
Writing new contracts and communicating all on-boarding documents to new employees.
Drafting memos, emails, etc. in response to queries and requests for assistance either from partner agency or clients.
Assisting and supporting the recruitment specialist in updating and redrafting existing recruitment policies.
Performing routine clerical duties including the processing of mail, filing, photocopying, faxing, data entry, scheduling of meetings related to recruitment procedures.
Providing horizontal support to other staff members of the Recruitment Department if needed.
Handle confidential documents ensuring they remain secure.
Communicate with the Partner Agencies to complete the required documents and maintain the good relationship.
Liaise directly with recruitment agencies to arrange interviews and when appropriate provide feedback regarding candidates at all stages of the process.
Support recruitment campaigns as required.
Prioritize daily recruitment services tasks to ensure the set target are completed on time.
Build and develop relationships with the business clients and partner agencies.
Job Requirements
Bachelor’s degree preferred
1-2 years of corporate and or search firm recruiting experience; Financial services/sales experience is a plus
Experience with a variety of sourcing strategies and tools, including proactive phone and internet research
Efficiently track and access information and data using various Applicant Tracking Systems.
Demonstrate proficiency with Microsoft Office Suite proficiency (Word, Excel, PowerPoint and Outlook)
Strong organizational, follow-up, and time management skills including the ability to develop solutions through technology that promote the effective exchange of information among key stakeholders, regardless of location.
Ability to effectively manage multiple projects, client relationships and retain organizational knowledge
Strong problem solver
Job Type: Full-time
Pay: Rs85,000.00 - Rs100,000.00 per month"
Today,Cashier (senior),https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs126b2djl2d800&fromjk=c064f4d7ed823339,Lahore,Full-time,,No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Active 2 days ago,HR Executive,https://pk.indeed.com/cmp/Value-Engineering-3?campaignid=mobvjcmp&from=mobviewjob&tk=1hs126iohjkms800&fromjk=44b1159b98c7a59c,Rawalpindi,Full-time,,No experience required,No specific education required,"Job Description: HR Executive Position
Summary:
This role involves managing key aspects of HR operations, providing administrative support, facilitating performance reviews, and providing guidance to managers and employees on performance improvement and assisting with employee relations activities. The HR Executive works closely with HR managers and other team members to ensure the smooth functioning of HR processes and to promote a positive work environment.
Key Responsibilities:
Develop, implement, and enforce HR policies, procedures, and programs in alignment with organizational goals and legal requirements.
Collaborate with department heads to establish performance metrics, goals, and evaluation criteria that support the organization's strategic priorities.
Coordinate the performance evaluation cycle, including scheduling evaluations, collecting feedback, and documenting performance discussions.
Provide guidance and support to managers and employees on performance-related matters, including addressing performance concerns, recognizing achievements, and facilitating development opportunities.
Generate reports and analytics to summarize performance evaluation results and provide insights to senior management and department heads.
Assist in benefits administration tasks, including enrolment, claims processing, and responding to employee inquiries about benefits programs.
Support employee relations efforts by responding to employee inquiries, addressing concerns, and escalating issues to HR managers when necessary
Prepare HR reports and presentations for management review, summarizing key HR metrics and trends.
Maintain accurate records of performance appraisals, including documentation of goals, achievements, areas for improvement, and development plans.
Stay abreast of industry trends and best practices in performance management and make recommendations for process enhancements as needed.
Qualifications:
Bachelor's degree in human resources management, business administration, or a related field.
3 years of experience in HR roles, with a focus on HR operations and administration.
Experience coordinating performance appraisal processes in a diverse organizational environment.
Strong understanding of HR principles, practices, regulations and evaluation methodologies
Proficiency in HRIS (Human Resources Information Systems) and other relevant software applications.
Excellent organizational and time management skills, with the ability to prioritize tasks and meet deadlines.
Strong attention to detail and accuracy in data entry and record-keeping.
Excellent communication and interpersonal skills, with the ability to interact professionally with employees at all levels of the organization.
Ability to maintain confidentiality and handle sensitive information with discretion.
Proactive and resourceful approach to problem-solving.
Commitment to upholding ethical standards and promoting a positive work culture.
Job Type: Full-time
Application Deadline: 26/04/2024"
Posted 2 days ago,Front Desk Agent- Female Candidate- Night Shift,https://pk.indeed.com/cmp/Collaborate-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hs126qnbjrhk803&fromjk=1aad7081ced0acae,Lahore,Full-time,,No experience required,No specific education required,"We are seeking a friendly, professional, and organized Receptionist to join our team. The Receptionist will be the first point of contact for visitors and clients, providing exceptional customer service and administrative support. The ideal candidate should have excellent communication skills, attention to detail, and the ability to multitask in a fast-paced environment.
Responsibilities:
Greet and welcome visitors in a courteous and professional manner.
Answer, screen, and forward incoming phone calls while providing accurate information.
Maintain a tidy and welcoming reception area, ensuring it reflects our company's professional image.
Manage appointments, meetings, and conference room bookings.
Assist with administrative tasks such as sorting mail, filing, and data entry.
Coordinate with other departments to ensure seamless communication and workflow.
Handle inquiries and provide information to clients, visitors, and staff.
Maintain office supplies inventory and place orders when necessary.
Assist with special projects and tasks as assigned by management.
Job Type: Full-time"
Active 2 days ago,Fabric Store Supervisor,https://pk.indeed.com/cmp/Looptex?campaignid=mobvjcmp&from=mobviewjob&tk=1hs1274majkbc862&fromjk=8dcd2a6e3ef05bc2,Lahore,Full-time,,No experience required,No specific education required,"1. امیدوار کو تانے بانے کی خصوصیات کا علم ہونا چاہیے۔ فیکٹری کے پروڈکٹ پروفائل پر منحصر ہے، کسی کو بنے ہوئے کپڑے، بنا ہوا کپڑا، یا فیبرک کے دونوں زمروں میں علم کی ضرورت ہو سکتی ہے۔
2. فیبرک سپلائرز اور مقامی ٹرم سپلائرز کے رابطے رکھنے سے اضافی فوائد حاصل ہوں گے۔
اسپریڈشیٹ اور سافٹ ویئر پر ڈیٹا انٹری اور ڈیٹا کا جائزہ لینے کے لیے کمپیوٹر پر علم ہونا چاہیے۔ چھوٹے اور درمیانے لباس کے مینوفیکچررز (غیر منظم شعبے) بنیادی طور پر داخلی محکموں کو مواد کی وصولی اور جاری کرنے کا ریکارڈ رکھنے کے لیے MS Excel کا استعمال کرتے ہیں۔
3. پہلے تجربے کے ساتھ آزادانہ طور پر ERP سسٹم چلانے کے قابل ہونا چاہیے۔ ڈیٹا انٹری، پرنٹنگ رپورٹس، اور ضرورت پڑنے پر مطلوبہ رپورٹ تیار کرنا۔ (یہ ضروری نہیں ہے لیکن اگر کسی کے پاس ہے تو یہ ایک مددگار ہنر ہوگی)
4. ایشو اور وصول کرنے والا چالان، GRN وغیرہ بنانے کی ضرورت ہے۔
5. گارمنٹس مینوفیکچرنگ کے کاروبار میں استعمال ہونے والی مختلف اشیاء کے لیے مختلف پیمائشی اکائیوں کا علم حاصل کریں۔ اسٹور سپروائزر خریدی ہوئی مقدار (وزن، میٹریج میں) کی تصدیق کے لیے ذمہ دار ہے۔
6. دیگر ملوں اور فیبرک سپلائرز سے موصول ہونے والے فیبرک کی فزیکل تصدیق کر سکتے ہیں۔
7. فیبرک پروسیسر اور اپ ڈیٹ سسٹم کو فیبرک جاری کرنے کی ضرورت ہے۔
8. کاٹنے والے کمرے اور دیگر فیکٹریوں کو تانے بانے جاری کرنے کی ضرورت ہے۔
9. کپڑے جاری کریں اور وصول کریں (بنا یا بنے ہوئے) اور انوینٹری کو برقرار رکھیں
10. فیبرک کوالٹی کا علم حاصل کریں جس میں فیبرک کی بنیادی جسمانی جانچ جیسے فیبرک ڈائمینشن، فیبرک سکڑنا
11. برآمد پر مبنی گارمنٹس کے کاروبار میں ملبوسات کی تیاری کے عمل کی مکمل معلومات۔
1. The candidate must have knowledge of fabric properties. Depending on the factory’s product profile, one may require knowledge in woven fabrics, knitted fabrics, or both fabric categories.
2. Having the contacts of fabric suppliers and local trim suppliers will have additional advantages.
Should be knowledgeable on a computer for data entry and data review – on Spreadsheet and software. The small and medium garment manufacturers (unorganized sectors) mainly use MS Excel for keeping records of material receiving and issuing to the internal departments.
3. Should be able to operate an ERP system independently with prior experience. Data entry, printing reports, and generating a required report when needed. (This is not a must but would be a helpful skill if one has)
4. Need to generate Issue & Receiving challan, GRN, etc.
5. Have knowledge of different measuring units for various items used in a garment manufacturing business. Store Supervisor is responsible for verifying the purchased quantity (in weight, meterage)
6. Can do physical verification of fabric received from other mills and fabric suppliers.
7. Need to issue the fabric to a fabric processor& update system
8. Need to issue fabric to the cutting room and other factories
9. Issue and receive fabrics (knit or woven) and maintain inventory
10. Have knowledge of fabric quality including basic physical testing of fabrics like fabric dimension, fabric shrinkage
11. Complete knowledge of the garment manufacturing process in export-oriented garment business.
Job Type: Full-time
Pay: Rs35,000.00 - Rs45,000.00 per month
Ability to commute/relocate:
Lahore: Reliably commute or planning to relocate before starting work (Preferred)
Application Question(s):
Current / Last Salary
Expected Salary
Education:
Bachelor's (Preferred)"
Posted 1 day ago,Female Customer Support (Ecommerce) (Korangi Industrial Area),https://pk.indeed.com/cmp/Liberty-Books-Pvt-Ltd?campaignid=mobvjcmp&from=mobviewjob&tk=1hs127c6vj9gv800&fromjk=cf9266921cb73ac3,Karachi,Full-time,,Entry level,No specific education required,"Responsibilities:
Communicate with customers via phone, email and chat.
Provide knowledgeable answers to questions about product, pricing and availability.
Work with internal departments to meet customer's needs.
Data entry in various platforms.
Requirements:
Must have bachelor's degree.
At least 1 - 2 years' of relevant work experience.
Excellent phone etiquette and excellent verbal, written, and interpersonal skills.
Ability to multi-task, organize, and prioritize work.
Female is required for this position.
Salary: 30,000/- + Commission
Location: Korangi Industrial Area, Karachi
Job Type: Full-time
Pay: Rs28,000.00 - Rs33,000.00 per month
Experience:
Customer Service: 1 year (Preferred)
Language:
English (Required)"
Active 2 days ago,Customer Sales Representative,https://pk.indeed.com/cmp/Smart-Placement-7?campaignid=mobvjcmp&from=mobviewjob&tk=1hs127jg3jrhk800&fromjk=580605bee1e955d5,Rawalpindi,Full-time,,No experience required,No specific education required,"Coordinate and schedule the dispatch of jobs
Communicate with drivers or service providers to ensure timely dispatch amd arrival
Track and monitor the progress of dispatches and update relevant parties as needed.
Handle any issues or emergencies that may arise during dispatch operations.
Maintain records and documentation related to dispatch activities.
Answer and direct phone calls to guide the customers (if needed)
Handle inquiries and provide information to customers and drivers when needed.
Perform administrative tasks such as sorting mail, filing, and data entry as
Job Type: Full-time"
Posted 1 day ago,Sales Coordinator,https://pk.indeed.com/cmp/Universal-Packaging-Company-(pvt.)-Limited?campaignid=mobvjcmp&from=mobviewjob&tk=1hs127qnsjkbc800&fromjk=4fd47984f1670269,Karachi,Full-time,,No experience required,No specific education required,"We are looking for an experienced “Sales Coordinator” for our company located in Korangi Creek Industrial Park, Karachi. The successful candidate will become the point of reference for colleagues and customers alike, by providing feedback, documentation and information.
Responsibilities:
Ø Coordinate with sales team for day-to-day sales activities, filing important documents and communicating relevant information.
Ø Data entry in ERP, including entry of sales orders as well as other tasks. Handle the processing of all orders with accuracy and timeliness.
Ø Ensure the adequacy of sales-related material & documents.
Ø Respond to complaints from customers and give after-sales support when requested.
Ø Store and sort data in electronic form and present reports.
Ø Identify shortcomings and propose improvements.
Ø Liaison with other departments in the company as well as clients.
Ø Assist in the preparation and organizing of promotional material or events.
Requirements & Skills:
Ø 2-3 years of experience as a Sales Coordinator.
Ø Female candidate preferred.
Ø The incumbent should be BBA/MBA (Major in Marketing).
Ø Good written and oral communication skills.
Ø Proficiency in English.
Ø Proficient in MS Excel.
Ø Ability to work as a team player.
Interested candidates may send their resumes on recruitment@upco.pk
Job Type: Full-time
Application Deadline: 25/04/2024"
Posted 3 days ago,Web Research Analyst & Data Entry Operator (Morning),https://pk.indeed.com/cmp/Universal-Packaging-Company-(pvt.)-Limited?campaignid=mobvjcmp&from=mobviewjob&tk=1hs127qnsjkbc800&fromjk=4fd47984f1670269,Karachi,Full-time,,No experience required,No specific education required,"We are looking for an experienced “Sales Coordinator” for our company located in Korangi Creek Industrial Park, Karachi. The successful candidate will become the point of reference for colleagues and customers alike, by providing feedback, documentation and information.
Responsibilities:
Ø Coordinate with sales team for day-to-day sales activities, filing important documents and communicating relevant information.
Ø Data entry in ERP, including entry of sales orders as well as other tasks. Handle the processing of all orders with accuracy and timeliness.
Ø Ensure the adequacy of sales-related material & documents.
Ø Respond to complaints from customers and give after-sales support when requested.
Ø Store and sort data in electronic form and present reports.
Ø Identify shortcomings and propose improvements.
Ø Liaison with other departments in the company as well as clients.
Ø Assist in the preparation and organizing of promotional material or events.
Requirements & Skills:
Ø 2-3 years of experience as a Sales Coordinator.
Ø Female candidate preferred.
Ø The incumbent should be BBA/MBA (Major in Marketing).
Ø Good written and oral communication skills.
Ø Proficiency in English.
Ø Proficient in MS Excel.
Ø Ability to work as a team player.
Interested candidates may send their resumes on recruitment@upco.pk
Job Type: Full-time
Application Deadline: 25/04/2024"
Posted 2 days ago,Program Officer Resource Development,https://pk.indeed.com/cmp/Universal-Packaging-Company-(pvt.)-Limited?campaignid=mobvjcmp&from=mobviewjob&tk=1hs127qnsjkbc800&fromjk=4fd47984f1670269,Karachi,Full-time,,No experience required,No specific education required,"We are looking for an experienced “Sales Coordinator” for our company located in Korangi Creek Industrial Park, Karachi. The successful candidate will become the point of reference for colleagues and customers alike, by providing feedback, documentation and information.
Responsibilities:
Ø Coordinate with sales team for day-to-day sales activities, filing important documents and communicating relevant information.
Ø Data entry in ERP, including entry of sales orders as well as other tasks. Handle the processing of all orders with accuracy and timeliness.
Ø Ensure the adequacy of sales-related material & documents.
Ø Respond to complaints from customers and give after-sales support when requested.
Ø Store and sort data in electronic form and present reports.
Ø Identify shortcomings and propose improvements.
Ø Liaison with other departments in the company as well as clients.
Ø Assist in the preparation and organizing of promotional material or events.
Requirements & Skills:
Ø 2-3 years of experience as a Sales Coordinator.
Ø Female candidate preferred.
Ø The incumbent should be BBA/MBA (Major in Marketing).
Ø Good written and oral communication skills.
Ø Proficiency in English.
Ø Proficient in MS Excel.
Ø Ability to work as a team player.
Interested candidates may send their resumes on recruitment@upco.pk
Job Type: Full-time
Application Deadline: 25/04/2024"
Posted 1 day ago,Sales and Marketing Trainee,https://pk.indeed.com/cmp/Universal-Packaging-Company-(pvt.)-Limited?campaignid=mobvjcmp&from=mobviewjob&tk=1hs127qnsjkbc800&fromjk=4fd47984f1670269,Karachi,Full-time,,No experience required,No specific education required,"We are looking for an experienced “Sales Coordinator” for our company located in Korangi Creek Industrial Park, Karachi. The successful candidate will become the point of reference for colleagues and customers alike, by providing feedback, documentation and information.
Responsibilities:
Ø Coordinate with sales team for day-to-day sales activities, filing important documents and communicating relevant information.
Ø Data entry in ERP, including entry of sales orders as well as other tasks. Handle the processing of all orders with accuracy and timeliness.
Ø Ensure the adequacy of sales-related material & documents.
Ø Respond to complaints from customers and give after-sales support when requested.
Ø Store and sort data in electronic form and present reports.
Ø Identify shortcomings and propose improvements.
Ø Liaison with other departments in the company as well as clients.
Ø Assist in the preparation and organizing of promotional material or events.
Requirements & Skills:
Ø 2-3 years of experience as a Sales Coordinator.
Ø Female candidate preferred.
Ø The incumbent should be BBA/MBA (Major in Marketing).
Ø Good written and oral communication skills.
Ø Proficiency in English.
Ø Proficient in MS Excel.
Ø Ability to work as a team player.
Interested candidates may send their resumes on recruitment@upco.pk
Job Type: Full-time
Application Deadline: 25/04/2024"
Active 2 days ago,Frontdesk Manager,https://pk.indeed.com/cmp/Universal-Packaging-Company-(pvt.)-Limited?campaignid=mobvjcmp&from=mobviewjob&tk=1hs127qnsjkbc800&fromjk=4fd47984f1670269,Karachi,Full-time,,No experience required,No specific education required,"We are looking for an experienced “Sales Coordinator” for our company located in Korangi Creek Industrial Park, Karachi. The successful candidate will become the point of reference for colleagues and customers alike, by providing feedback, documentation and information.
Responsibilities:
Ø Coordinate with sales team for day-to-day sales activities, filing important documents and communicating relevant information.
Ø Data entry in ERP, including entry of sales orders as well as other tasks. Handle the processing of all orders with accuracy and timeliness.
Ø Ensure the adequacy of sales-related material & documents.
Ø Respond to complaints from customers and give after-sales support when requested.
Ø Store and sort data in electronic form and present reports.
Ø Identify shortcomings and propose improvements.
Ø Liaison with other departments in the company as well as clients.
Ø Assist in the preparation and organizing of promotional material or events.
Requirements & Skills:
Ø 2-3 years of experience as a Sales Coordinator.
Ø Female candidate preferred.
Ø The incumbent should be BBA/MBA (Major in Marketing).
Ø Good written and oral communication skills.
Ø Proficiency in English.
Ø Proficient in MS Excel.
Ø Ability to work as a team player.
Interested candidates may send their resumes on recruitment@upco.pk
Job Type: Full-time
Application Deadline: 25/04/2024"
Active 2 days ago,Web & Media Designer,https://pk.indeed.com/cmp/Universal-Packaging-Company-(pvt.)-Limited?campaignid=mobvjcmp&from=mobviewjob&tk=1hs127qnsjkbc800&fromjk=4fd47984f1670269,Karachi,Full-time,,No experience required,No specific education required,"We are looking for an experienced “Sales Coordinator” for our company located in Korangi Creek Industrial Park, Karachi. The successful candidate will become the point of reference for colleagues and customers alike, by providing feedback, documentation and information.
Responsibilities:
Ø Coordinate with sales team for day-to-day sales activities, filing important documents and communicating relevant information.
Ø Data entry in ERP, including entry of sales orders as well as other tasks. Handle the processing of all orders with accuracy and timeliness.
Ø Ensure the adequacy of sales-related material & documents.
Ø Respond to complaints from customers and give after-sales support when requested.
Ø Store and sort data in electronic form and present reports.
Ø Identify shortcomings and propose improvements.
Ø Liaison with other departments in the company as well as clients.
Ø Assist in the preparation and organizing of promotional material or events.
Requirements & Skills:
Ø 2-3 years of experience as a Sales Coordinator.
Ø Female candidate preferred.
Ø The incumbent should be BBA/MBA (Major in Marketing).
Ø Good written and oral communication skills.
Ø Proficiency in English.
Ø Proficient in MS Excel.
Ø Ability to work as a team player.
Interested candidates may send their resumes on recruitment@upco.pk
Job Type: Full-time
Application Deadline: 25/04/2024"
Active 3 days ago,Senior web research analyst (Team lead),https://pk.indeed.com/cmp/Universal-Packaging-Company-(pvt.)-Limited?campaignid=mobvjcmp&from=mobviewjob&tk=1hs127qnsjkbc800&fromjk=4fd47984f1670269,Karachi,Full-time,,No experience required,No specific education required,"We are looking for an experienced “Sales Coordinator” for our company located in Korangi Creek Industrial Park, Karachi. The successful candidate will become the point of reference for colleagues and customers alike, by providing feedback, documentation and information.
Responsibilities:
Ø Coordinate with sales team for day-to-day sales activities, filing important documents and communicating relevant information.
Ø Data entry in ERP, including entry of sales orders as well as other tasks. Handle the processing of all orders with accuracy and timeliness.
Ø Ensure the adequacy of sales-related material & documents.
Ø Respond to complaints from customers and give after-sales support when requested.
Ø Store and sort data in electronic form and present reports.
Ø Identify shortcomings and propose improvements.
Ø Liaison with other departments in the company as well as clients.
Ø Assist in the preparation and organizing of promotional material or events.
Requirements & Skills:
Ø 2-3 years of experience as a Sales Coordinator.
Ø Female candidate preferred.
Ø The incumbent should be BBA/MBA (Major in Marketing).
Ø Good written and oral communication skills.
Ø Proficiency in English.
Ø Proficient in MS Excel.
Ø Ability to work as a team player.
Interested candidates may send their resumes on recruitment@upco.pk
Job Type: Full-time
Application Deadline: 25/04/2024"
