Posted At,Job Title,Company Link,Company Location,Job Type,Job Salary,Job Experience Level,Job Education,Job Description
Posted 1 day ago,"Python Developer
- job post",https://pk.indeed.com/cmp/Tekrevol?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0obd1c2ek3005&fromjk=1a6252fe91ad5342,Karachi,Full-time,,No experience required,No specific education required,"About Tekrevol:
Tekrevol is a leading mobile app development company dedicated to providing businesses with reliable technological solutions. We have helped countless entrepreneurs achieve their goals and drive results by creating top rated mobile apps and websites.
As a global company, our aim isn’t just to create digital solutions but to help businesses achieve sustainable growth and scalability. Our teams and networks stretch across the United States, and have extended its reach to Ukraine & the Middle East.

Job Description:
Write effective, reusable and scalable code.
Develop back-end components to improve reusability and overall performance.
Work on the server-side part of the development including deployments.
Integrate user-facing elements into applications.
integrating applications with third-party web services.
Test and debug programs.
Provide the data security and protection solutions.
Improve functionality of existing projects.
Implement security and data protection solutions.
Assess and prioritize feature requests.
Coordinate with internal teams to understand user requirements and provide technical solutions.
Communicate with other teams to provide analytical and creative solutions.
Good at meeting deadlines.
Requirements:
Work experience as a Python Developer.
Experience level: 3-5 years on Python development.
Strong knowledge of object-oriented programming, coding, and design patterns.
Expertise in Django Framework , REST Framework and at least one other popular Python framework (like Flask, FastAPI or Pyramid).
Experience in working with Python libraries Panda, Numpy, etc. (would be a plus)
Strong unit test and debugging skills.
Knowledge of object-relational mapping (ORM).
Knowledge of developing RESTful APIs
Familiarity with ORM Libraries.
Familiarity with Version Control Systems.
Maintain GIT/BitBucket Repositories.
Maintaining existing Projects
Knowledge of Server Deployments.
Experience working with AWS and GCP.
Fundamentals of Machine learning / AI.
Familiarity with front-end technologies (like React, JavaScript and HTML5).
Third party integrations like Payment Gateways, Social Authentications etc
Good Problem-solving skills.
Experience in working with MySQL, PostgreSQL, MongoDb.
Cloud Messages APIs and Push Notifications
Benefits:
Healthcare coverage (OPD + IPD for employee, spouse, and children – after probation completion)
Provident fund (after probation completion)
Performance-based bonuses
Bi-Annual performance-based evaluation
Pick & drop facility for females (from day one)
Paid Leaves - Casual/Annual/Sick (after probation completion)
Follow US Federal leaves
Shift Timings:
Afternoon Bi (3:00 p.m. – 12:00 a.m.)
6L3ZLie3dN"
Posted 2 days ago,,https://pk.indeed.com/cmp/Dynamologic-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0obg7fjl0j802&fromjk=d1f33e52f6801306,Islamabad,,,No experience required,No specific education required,"DynamoLogic Solutions is seeking a talented and experienced Python Developer to join our team. As a Python Developer at DynamoLogic, you will be responsible for developing and maintaining Python-based applications, with hands-on experience in machine learning projects. We are looking for individuals with a proven track record of excellence in Python development and a strong background in machine learning.
Responsibilities:
Develop and maintain Python-based applications, ensuring high performance and responsiveness.
Collaborate with cross-functional teams to define, design, and ship new features.
Identify and correct bottlenecks and fix bugs to ensure the quality of applications.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Work on machine learning projects, including data preprocessing, model development, and evaluation.
Optimize applications for maximum speed and scalability.
Participate in code reviews and provide constructive feedback to team members.
Stay updated with the latest industry trends and best practices in Python development and machine learning.
Requirements:
Bachelor's degree in Computer Science, Engineering, or a related field.
5+ years of experience working as a Python Developer.
Proven experience in Python development, with a strong understanding of the language's core principles.
Experience working on machine learning projects, including familiarity with libraries such as TensorFlow, PyTorch, or scikit-learn.
Solid understanding of data structures, algorithms, and object-oriented programming.
Proficiency in version control tools such as Git.
Excellent problem-solving and analytical skills.
Strong communication and collaboration skills.
Job Type: Full-time
Pay: Up to Rs200,000.00 per month
Application Question(s):
Please fill this form for further consideration: https://forms.gle/PLRk1zmZDAKSr7yK8"
Active 2 days ago,"Python Fullstack developer
- job post",https://pk.indeed.com/cmp/Impressico-Business-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0obs242eig000&fromjk=c86f9390426c35b3,Hyderabad,,,No experience required,No specific education required,"Location: Noida / Hyderabad
Experience: 4 to 8 Years
No. Of Openings: 2

Job Description
Impressico is looking for a python full-stack engineer to develop end to end web applications for its clients.
Responsibilities:
– Contributing to all layers of our technology stack including back-end services, databases, API development, and front-end application.
– Expert knowledge of programming concepts and object-oriented programming.
– Understanding of front-end application development.
– Ability to build and design the end-to-end system.
– Excellent in verbal and written communication
– Experience in Agile methodology and development tools.

Good to have
– Open source contributor
– TDD and unit testing
– Understanding of tools like – GIT/SVN, Jira/Trello/Asana.
– Understanding of event-driven programming in Python

Job Specification
Must have
– Object-oriented programming with Python
– Data structure and design patterns.
– Reactjs
– Any one – Azure / AWS / GCP / Heroku"
Active 4 days ago,"Python Developer
- job post",https://pk.indeed.com/cmp/Epazz-Inc?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0oh60ojl0g802&fromjk=cb9f9ead2f2fa2ec,Lahore,Full-time,,No experience required,No specific education required,"We are looking for experienced Python/AI developers with excellent skill sets who can join our company and produce world-class applications.
Expertise in Django Framework (Python Web), Python, Google Maps Api, Linux, HTML5, CSS, JavaScript, JSON, JQuery, .Net Framework, C#, Web Services
Expertise in object-oriented and data structure
Expertise in SQL Server and database design
Investigates new technologies and techniques and researches ongoing industry developments
Designing, coding, testing, documenting, and deploying global applications based on system and user requirements
Expert knowledge in analyzing, designing, and developing solutions to highly complex problems
Experience in a microservices architecture
Knowledge of using Amazon RDS, S3, CodeCommit
Excellent English communication skills
Responsibilities and Duties
Software development by following requirements specifications
Enhance existing systems by analyzing business objectives, preparing an action plan and identifying areas for modification and improvement
Manage defect tracking system and resolve all issues and prepare updates for systems.
Investigate and develop skills in new technologies
Create technical specifications
Job Type: Full-time"
Posted 1 day ago,"Python Developer
- job post",https://pk.indeed.com/cmp/Tekrevol?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0oiqecjl0g801&fromjk=1a6252fe91ad5342,Karachi,Full-time,,No experience required,No specific education required,"About Tekrevol:
Tekrevol is a leading mobile app development company dedicated to providing businesses with reliable technological solutions. We have helped countless entrepreneurs achieve their goals and drive results by creating top rated mobile apps and websites.
As a global company, our aim isn’t just to create digital solutions but to help businesses achieve sustainable growth and scalability. Our teams and networks stretch across the United States, and have extended its reach to Ukraine & the Middle East.

Job Description:
Write effective, reusable and scalable code.
Develop back-end components to improve reusability and overall performance.
Work on the server-side part of the development including deployments.
Integrate user-facing elements into applications.
integrating applications with third-party web services.
Test and debug programs.
Provide the data security and protection solutions.
Improve functionality of existing projects.
Implement security and data protection solutions.
Assess and prioritize feature requests.
Coordinate with internal teams to understand user requirements and provide technical solutions.
Communicate with other teams to provide analytical and creative solutions.
Good at meeting deadlines.
Requirements:
Work experience as a Python Developer.
Experience level: 3-5 years on Python development.
Strong knowledge of object-oriented programming, coding, and design patterns.
Expertise in Django Framework , REST Framework and at least one other popular Python framework (like Flask, FastAPI or Pyramid).
Experience in working with Python libraries Panda, Numpy, etc. (would be a plus)
Strong unit test and debugging skills.
Knowledge of object-relational mapping (ORM).
Knowledge of developing RESTful APIs
Familiarity with ORM Libraries.
Familiarity with Version Control Systems.
Maintain GIT/BitBucket Repositories.
Maintaining existing Projects
Knowledge of Server Deployments.
Experience working with AWS and GCP.
Fundamentals of Machine learning / AI.
Familiarity with front-end technologies (like React, JavaScript and HTML5).
Third party integrations like Payment Gateways, Social Authentications etc
Good Problem-solving skills.
Experience in working with MySQL, PostgreSQL, MongoDb.
Cloud Messages APIs and Push Notifications
Benefits:
Healthcare coverage (OPD + IPD for employee, spouse, and children – after probation completion)
Provident fund (after probation completion)
Performance-based bonuses
Bi-Annual performance-based evaluation
Pick & drop facility for females (from day one)
Paid Leaves - Casual/Annual/Sick (after probation completion)
Follow US Federal leaves
Shift Timings:
Afternoon Bi (3:00 p.m. – 12:00 a.m.)
6L3ZLie3dN"
Posted 2 days ago,"Senior Python Developer
- job post",https://pk.indeed.com/cmp/Dynamologic-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0oiv8bjkms800&fromjk=d1f33e52f6801306,Islamabad,,,No experience required,No specific education required,"DynamoLogic Solutions is seeking a talented and experienced Python Developer to join our team. As a Python Developer at DynamoLogic, you will be responsible for developing and maintaining Python-based applications, with hands-on experience in machine learning projects. We are looking for individuals with a proven track record of excellence in Python development and a strong background in machine learning.
Responsibilities:
Develop and maintain Python-based applications, ensuring high performance and responsiveness.
Collaborate with cross-functional teams to define, design, and ship new features.
Identify and correct bottlenecks and fix bugs to ensure the quality of applications.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Work on machine learning projects, including data preprocessing, model development, and evaluation.
Optimize applications for maximum speed and scalability.
Participate in code reviews and provide constructive feedback to team members.
Stay updated with the latest industry trends and best practices in Python development and machine learning.
Requirements:
Bachelor's degree in Computer Science, Engineering, or a related field.
5+ years of experience working as a Python Developer.
Proven experience in Python development, with a strong understanding of the language's core principles.
Experience working on machine learning projects, including familiarity with libraries such as TensorFlow, PyTorch, or scikit-learn.
Solid understanding of data structures, algorithms, and object-oriented programming.
Proficiency in version control tools such as Git.
Excellent problem-solving and analytical skills.
Strong communication and collaboration skills.
Job Type: Full-time
Pay: Up to Rs200,000.00 per month
Application Question(s):
Please fill this form for further consideration: https://forms.gle/PLRk1zmZDAKSr7yK8"
Posted 1 day ago,"Python Developer
- job post",https://pk.indeed.com/cmp/Tekrevol?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0omvl8jrhk80k&fromjk=1a6252fe91ad5342,Karachi,,,No experience required,No specific education required,"About Tekrevol:
Tekrevol is a leading mobile app development company dedicated to providing businesses with reliable technological solutions. We have helped countless entrepreneurs achieve their goals and drive results by creating top rated mobile apps and websites.
As a global company, our aim isn’t just to create digital solutions but to help businesses achieve sustainable growth and scalability. Our teams and networks stretch across the United States, and have extended its reach to Ukraine & the Middle East.

Job Description:
Write effective, reusable and scalable code.
Develop back-end components to improve reusability and overall performance.
Work on the server-side part of the development including deployments.
Integrate user-facing elements into applications.
integrating applications with third-party web services.
Test and debug programs.
Provide the data security and protection solutions.
Improve functionality of existing projects.
Implement security and data protection solutions.
Assess and prioritize feature requests.
Coordinate with internal teams to understand user requirements and provide technical solutions.
Communicate with other teams to provide analytical and creative solutions.
Good at meeting deadlines.
Requirements:
Work experience as a Python Developer.
Experience level: 3-5 years on Python development.
Strong knowledge of object-oriented programming, coding, and design patterns.
Expertise in Django Framework , REST Framework and at least one other popular Python framework (like Flask, FastAPI or Pyramid).
Experience in working with Python libraries Panda, Numpy, etc. (would be a plus)
Strong unit test and debugging skills.
Knowledge of object-relational mapping (ORM).
Knowledge of developing RESTful APIs
Familiarity with ORM Libraries.
Familiarity with Version Control Systems.
Maintain GIT/BitBucket Repositories.
Maintaining existing Projects
Knowledge of Server Deployments.
Experience working with AWS and GCP.
Fundamentals of Machine learning / AI.
Familiarity with front-end technologies (like React, JavaScript and HTML5).
Third party integrations like Payment Gateways, Social Authentications etc
Good Problem-solving skills.
Experience in working with MySQL, PostgreSQL, MongoDb.
Cloud Messages APIs and Push Notifications
Benefits:
Healthcare coverage (OPD + IPD for employee, spouse, and children – after probation completion)
Provident fund (after probation completion)
Performance-based bonuses
Bi-Annual performance-based evaluation
Pick & drop facility for females (from day one)
Paid Leaves - Casual/Annual/Sick (after probation completion)
Follow US Federal leaves
Shift Timings:
Afternoon Bi (3:00 p.m. – 12:00 a.m.)
6L3ZLie3dN"
Posted 2 days ago,"Senior Python Developer
- job post",https://pk.indeed.com/cmp/Dynamologic-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0oo9hjjl1480b&fromjk=d1f33e52f6801306,Islamabad,,,No experience required,No specific education required,"DynamoLogic Solutions is seeking a talented and experienced Python Developer to join our team. As a Python Developer at DynamoLogic, you will be responsible for developing and maintaining Python-based applications, with hands-on experience in machine learning projects. We are looking for individuals with a proven track record of excellence in Python development and a strong background in machine learning.
Responsibilities:
Develop and maintain Python-based applications, ensuring high performance and responsiveness.
Collaborate with cross-functional teams to define, design, and ship new features.
Identify and correct bottlenecks and fix bugs to ensure the quality of applications.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Work on machine learning projects, including data preprocessing, model development, and evaluation.
Optimize applications for maximum speed and scalability.
Participate in code reviews and provide constructive feedback to team members.
Stay updated with the latest industry trends and best practices in Python development and machine learning.
Requirements:
Bachelor's degree in Computer Science, Engineering, or a related field.
5+ years of experience working as a Python Developer.
Proven experience in Python development, with a strong understanding of the language's core principles.
Experience working on machine learning projects, including familiarity with libraries such as TensorFlow, PyTorch, or scikit-learn.
Solid understanding of data structures, algorithms, and object-oriented programming.
Proficiency in version control tools such as Git.
Excellent problem-solving and analytical skills.
Strong communication and collaboration skills.
Job Type: Full-time
Pay: Up to Rs200,000.00 per month
Application Question(s):
Please fill this form for further consideration: https://forms.gle/PLRk1zmZDAKSr7yK8"
Active 2 days ago,"Data Scientist Revenue Cycle Management
- job post",https://pk.indeed.com/cmp/Altumed-(cube-Healthcare-Systems-Pvt-Ltd)-1?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0ookgrj9j9803&fromjk=4e6cd3ceac633f0f,Abbottabad,Full-time,,No experience required,No specific education required,"Cube Healthcare Systems is a subsidiary of the Healthcare Technology Company based in Michigan, USA providing healthcare solutions to the clients in the US. Presently, Cube Healthcare Systems is the largest company at KP IT board, with fast growing healthcare IT services and product base. As a healthcare solution provider, CHS is successfully carrying out revenue management services for its clients based in the USA. Our product: ALTUMED, a Revenue Cycle Management Software takes Medical Billing to another degree of automation and advancement. In Pakistan, with the main Office in Abbottabad, business teams are pro-actively making client experience and business a success.
We are seeking a highly skilled and experienced Data Scientist specializing in Revenue Cycle Management (RCM) to join our team. The ideal candidate will have a proven track record of developing algorithms and analytics solutions tailored explicitly for RCM software.
The role involves creating and optimizing algorithms for modules such as denial management, scrubber, claim creation, and other vital components of revenue cycle processes. The Data Scientist will be responsible for analysing complex datasets, identifying patterns and trends, and generating actionable insights to optimize revenue cycle performance. This position can be either full-time or project-based, depending on the needs of the organization.
Responsibilities:
1. Develop and implement advanced algorithms for revenue cycle management software modules, including denial management, scrubber, claim creation, etc.
2. Analyze large and complex datasets to identify trends, patterns, and opportunities for optimization in revenue cycle processes.
3. Collaborate with cross-functional teams including software developers, data engineers, and domain experts to integrate algorithms into RCM software solutions.
4. Design and implement data-driven analytics reports and dashboards to track key performance metrics and provide actionable insights to stakeholders.
5. Utilize machine learning and statistical techniques to improve the accuracy and efficiency of revenue cycle operations.
6. Stay updated on industry trends, best practices, and emerging RCM and US healthcare analytics technologies.
7. Provide guidance and mentorship to junior data scientists and analysts as needed.
8. Communicate findings and recommendations effectively to technical and non-technical stakeholders through presentations, reports, and other mediums.
Requirements:
1. Bachelor's degree in Computer Science, Data Science, Statistics, Mathematics, or a related field.
2. Proven experience of 3+ years of working as a Data Scientist focusing on revenue cycle management in the healthcare industry.
3. Demonstrated expertise in developing algorithms and analytics solutions for RCM software modules such as denial management, scrubber, claim creation, etc.
4. Proficiency in programming languages such as Python, R, and SQL, and experience with relevant libraries and frameworks for data analysis and machine learning (e.g., TensorFlow, PyTorch, scikit-learn).
5. Strong analytical and problem-solving skills with the ability to work with large, complex datasets.
6. Experience with data visualization tools such as Tableau, Power BI, or similar.
7. Excellent communication and collaboration skills with the ability to work effectively in a cross-functional team environment.
8. Knowledge of healthcare industry standards and regulations related to revenue cycle management (e.g., HIPAA, CMS guidelines) is a plus.
9. Ability to work independently and manage multiple projects simultaneously while meeting deadlines.
Skills:
Py TorchTenser FlowMS SQL ServerPython Framework Command
Job Details
Industry: Information Technology
Functional Area: Database Administration (DBA)
Degree Title: Bachelor or Master degree in Computer Science, Data Science Information Technology, Computer Engineering, or related IT discipline.
Career Level: Experienced Professional
Minimum Experience: 3 Years (Working as a Data Scientist focusing on revenue cycle management in the healthcare industry)
For more information, please visit:
https://www.cubehcs.com/
https://web.facebook.com/people/Cube-Healthcare-Systems-Pvt-Ltd/100063943363845/?_rdc=1&_rdr
https://www.linkedin.com/company/cube-healthcare-systems-pvt-ltd
Job Type: Full-time
Application Deadline: 17/05/2024"
Posted 1 day ago,Python Developer,https://pk.indeed.com/cmp/Tekrevol?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0pnb65jkme800&fromjk=1a6252fe91ad5342,Karachi,Full-time,,No experience required,No specific education required,"About Tekrevol:
Tekrevol is a leading mobile app development company dedicated to providing businesses with reliable technological solutions. We have helped countless entrepreneurs achieve their goals and drive results by creating top rated mobile apps and websites.
As a global company, our aim isn’t just to create digital solutions but to help businesses achieve sustainable growth and scalability. Our teams and networks stretch across the United States, and have extended its reach to Ukraine & the Middle East.

Job Description:
Write effective, reusable and scalable code.
Develop back-end components to improve reusability and overall performance.
Work on the server-side part of the development including deployments.
Integrate user-facing elements into applications.
integrating applications with third-party web services.
Test and debug programs.
Provide the data security and protection solutions.
Improve functionality of existing projects.
Implement security and data protection solutions.
Assess and prioritize feature requests.
Coordinate with internal teams to understand user requirements and provide technical solutions.
Communicate with other teams to provide analytical and creative solutions.
Good at meeting deadlines.
Requirements:
Work experience as a Python Developer.
Experience level: 3-5 years on Python development.
Strong knowledge of object-oriented programming, coding, and design patterns.
Expertise in Django Framework , REST Framework and at least one other popular Python framework (like Flask, FastAPI or Pyramid).
Experience in working with Python libraries Panda, Numpy, etc. (would be a plus)
Strong unit test and debugging skills.
Knowledge of object-relational mapping (ORM).
Knowledge of developing RESTful APIs
Familiarity with ORM Libraries.
Familiarity with Version Control Systems.
Maintain GIT/BitBucket Repositories.
Maintaining existing Projects
Knowledge of Server Deployments.
Experience working with AWS and GCP.
Fundamentals of Machine learning / AI.
Familiarity with front-end technologies (like React, JavaScript and HTML5).
Third party integrations like Payment Gateways, Social Authentications etc
Good Problem-solving skills.
Experience in working with MySQL, PostgreSQL, MongoDb.
Cloud Messages APIs and Push Notifications
Benefits:
Healthcare coverage (OPD + IPD for employee, spouse, and children – after probation completion)
Provident fund (after probation completion)
Performance-based bonuses
Bi-Annual performance-based evaluation
Pick & drop facility for females (from day one)
Paid Leaves - Casual/Annual/Sick (after probation completion)
Follow US Federal leaves
Shift Timings:
Afternoon Bi (3:00 p.m. – 12:00 a.m.)
6L3ZLie3dN"
Posted 2 days ago,Senior Python Developer,https://pk.indeed.com/cmp/Dynamologic-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0pnslkjkn4800&fromjk=d1f33e52f6801306,Islamabad,Full-time,,No experience required,No specific education required,"DynamoLogic Solutions is seeking a talented and experienced Python Developer to join our team. As a Python Developer at DynamoLogic, you will be responsible for developing and maintaining Python-based applications, with hands-on experience in machine learning projects. We are looking for individuals with a proven track record of excellence in Python development and a strong background in machine learning.
Responsibilities:
Develop and maintain Python-based applications, ensuring high performance and responsiveness.
Collaborate with cross-functional teams to define, design, and ship new features.
Identify and correct bottlenecks and fix bugs to ensure the quality of applications.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Work on machine learning projects, including data preprocessing, model development, and evaluation.
Optimize applications for maximum speed and scalability.
Participate in code reviews and provide constructive feedback to team members.
Stay updated with the latest industry trends and best practices in Python development and machine learning.
Requirements:
Bachelor's degree in Computer Science, Engineering, or a related field.
5+ years of experience working as a Python Developer.
Proven experience in Python development, with a strong understanding of the language's core principles.
Experience working on machine learning projects, including familiarity with libraries such as TensorFlow, PyTorch, or scikit-learn.
Solid understanding of data structures, algorithms, and object-oriented programming.
Proficiency in version control tools such as Git.
Excellent problem-solving and analytical skills.
Strong communication and collaboration skills.
Job Type: Full-time
Pay: Up to Rs200,000.00 per month
Application Question(s):
Please fill this form for further consideration: https://forms.gle/PLRk1zmZDAKSr7yK8"
Active 2 days ago,Senior Python Developer,https://pk.indeed.com/cmp/Hm-Elevators?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0po9d2j6cj800&fromjk=a7ffd2a9824f7072,Rawalpindi,Full-time,,No experience required,No specific education required,"Job description
WordPress Developer
Number of Positions : 2
Location: OneSolTech, Rani Arcade 3. F Block. Satellite Town, Rawalpindi
**Shift Timing: Night Shift (6:00 pm to 2:30 am in summers, 7:00 pm to 3:30 am in winters, Pakistan Standard Time)**
**Salary Range: 60,000 PKR to 100,000 PKR**
Job Description:
We are seeking talented and experienced WordPress Developers to join our dynamic team. As a WordPress Developer, you will be responsible for crafting and maintaining high-quality websites, ensuring optimal performance and user experience. The ideal candidate will have 3-4 years of hands-on experience in custom WordPress development, with proficiency in AWS, Docker, GIT, and DevOps as a significant advantage.
Responsibilities:
- Designing and implementing custom WordPress themes and plugins.
- Conducting thorough code reviews to maintain code quality.
- Collaborating with the design and marketing teams to ensure seamless integration of front-end and back-end functionalities.
- Optimizing websites for performance, scalability, and responsiveness.
- Troubleshooting and resolving issues related to WordPress and server infrastructure.
- Utilizing AWS services for hosting, deployment, and maintenance.
- Implementing Docker for containerization of applications.
- Collaborating with cross-functional teams to understand project requirements and objectives.
- Participating in client meetings and communication, providing technical insights and recommendations.
- Demonstrating proficiency in GIT version control.
- Embracing and contributing to DevOps practices for continuous integration and continuous delivery.
Requirements:
- 3-4 years of proven experience in custom WordPress development.
-3-4 years of proven experience working on WordPress Themes, specifcally, Divi, Elementor, etc
- Strong expertise in AWS, Docker, GIT, and DevOps practices.
- Proficiency in PHP, HTML5, CSS3, JavaScript, and jQuery.
- Experience in responsive web design.
- Excellent communication skills in English, with the ability to interact with clients on calls.
- Solid understanding of web security best practices.
- Ability to work effectively in a night shift.
Must Have:
- Deep understanding and experience working on Load balancers.
- AWS Cloudfront
- AWS RDS
- Setting up Lamp-stack servers on EC2 instances (Apache2, Nginx)
Bonus Skills:
-Experience with Shopify Development
- Experience with e-commerce platforms, such as WooCommerce.
- Familiarity with other CMS platforms.
- Knowledge of additional programming languages (Python, Ruby, etc.).
If you are a WordPress enthusiast with a passion for delivering high-quality solutions and are eager to join a forward-thinking team, we would love to hear from you. Apply now by sending your resume and portfolio to [Email Address]. Don't miss this opportunity to be part of a thriving organization that values innovation and continuous learning.
Job Type: Full-time
Pay: Rs80,000.00 - Rs150,000.00 per month"
Active 4 days ago,Python Developer,https://pk.indeed.com/cmp/Epazz-Inc?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0ptv1kjl2d8af&fromjk=cb9f9ead2f2fa2ec,Lahore,Full-time,,No experience required,No specific education required,"We are looking for experienced Python/AI developers with excellent skill sets who can join our company and produce world-class applications.
Expertise in Django Framework (Python Web), Python, Google Maps Api, Linux, HTML5, CSS, JavaScript, JSON, JQuery, .Net Framework, C#, Web Services
Expertise in object-oriented and data structure
Expertise in SQL Server and database design
Investigates new technologies and techniques and researches ongoing industry developments
Designing, coding, testing, documenting, and deploying global applications based on system and user requirements
Expert knowledge in analyzing, designing, and developing solutions to highly complex problems
Experience in a microservices architecture
Knowledge of using Amazon RDS, S3, CodeCommit
Excellent English communication skills
Responsibilities and Duties
Software development by following requirements specifications
Enhance existing systems by analyzing business objectives, preparing an action plan and identifying areas for modification and improvement
Manage defect tracking system and resolve all issues and prepare updates for systems.
Investigate and develop skills in new technologies
Create technical specifications
Job Type: Full-time"
Active 2 days ago,Python Developer,,,Full-time,,,,
Active 2 days ago,Backend Python Developer,,,Full-time,,,,
Active 2 days ago,Python Developer,,,Full-time,,Entry level,No specific education required,"We are looking for a skilled Python developer with 1.5 - 2 years of experience to join our team at CODING CRAFTS.
You will be responsible for developing and implementing high-quality software solutions, focusing on Python integrations, server-side code, core Python scripting, and working with vectors/vector databases. You will collaborate with other teams in the firm to define, design, and ship new features.
Objectives of this role:
Develop, test, and maintain high-quality software using Python programming language.
Participate in the entire software development lifecycle, building, testing, and delivering high-quality solutions.
Collaborate with cross-functional teams to identify and solve complex problems.
Having experience in 3rd-party integrations
Your tasks:
Create integrations with external systems and APIs using Python.
Develop server-side code and scripts to support application functionality.
Work with vectors/vector databases for data processing and analysis.
Required skills and qualifications:
1.5-2 years of experience as a Python Developer with a strong portfolio of projects.
Bachelor's degree in Computer Science, Software Engineering, or a related field.
In-depth understanding of Python software development stacks, ecosystems, frameworks, and tools.
Familiarity with database technologies such as SQL and NoSQL (AstraDB etc)
Preferred skills and qualifications:
Knowledge of data science and machine learning concepts and tools.
A working understanding of cloud platforms such as AWS, Google Cloud, or Azure.
Contributions to open-source Python projects or active involvement in the Python community.
What you will get;
Market competitive salary
Excellent career growth
Medical coverage
Fuel Allowance
Gym Allowance
Semi-Annual performance based increments
Annual Bonus
Annual paid leaves
Rich and empathetic culture
Fun-filled office working environment not to mention Xbox, table tennis, snacks, fruits, and much more.
If you meet these requirements and are looking for an exciting opportunity to grow your career as a Python developer, we encourage you to apply for this role.
Job Type: Full-time
Pay: From Rs120,000.00 per month
Ability to commute/relocate:
Lahore: Reliably commute or willing to relocate with an employer-provided relocation package (Required)
Experience:
python: 1 year (Required)"
Posted 30+ days ago,Django / Python Developer,https://pk.indeed.com/cmp/Xprolabs?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0pvc7tjkmk801&fromjk=1078962d8a9bb4cd,Lahore,Full-time,,Entry level,No specific education required,"Company Description

Established in 2019, XPROLABS stands as a vibrant technology, consultancy, and services firm, uniquely committed to steering organizations through groundbreaking business and technology solutions. Our roots go beyond the conventional — we are a group of seasoned entrepreneurs on a collective mission to make a positive impact on millions of lives.

At XPROLABS, we cultivate an environment where individuals don't just work; they thrive, learn, and contribute to the shared success of our journey. Join us in a space where personal growth intertwines with the satisfaction of shared accomplishments.

Job Description

Responsibilities:
Develop and maintain web applications using Django and Python
Collaborate with cross-functional teams to design and implement new features
Troubleshoot and debug issues to ensure optimal performance and reliability
Solid understanding of Django framework and Python programming language

Qualifications

Requirements:
Experience 6 months to 1 year
Solid understanding of Django framework and Python programming language
Experience with front-end technologies such as HTML, CSS, and JavaScript is a plus
Degree in Computer Science, Software Engineering, or related field

Additional Information

If you are passionate about the software industry, possess strong business acumen, and thrive in a dynamic and fast-paced environment, we would love to hear from you."
Active 2 days ago,Python Developer,,,"Rs 100,000 a month",,,,
Active 3 days ago,Sr. Python Developer,https://pk.indeed.com/cmp/Ahu-Technologies?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0pvvoijkar805&fromjk=84ab041a82eab9d8,Lahore,Full-time,,No experience required,No specific education required,"Designing, developing, and maintaining high-performance and scalable Python applications.
Collaborating with cross-functional teams to define, design, and ship new features.
Writing efficient, reusable, and reliable Python code.
Leading and mentoring junior developers, providing technical guidance and support.
Participating in code reviews, ensuring code quality, and enforcing coding standards.
Analyzing and resolving technical issues and bugs in a timely manner.
Optimizing application performance and scalability through efficient algorithms and database design.
Staying up-to-date with emerging technologies and trends in the Python ecosystem.
Job Type: Full-time
Pay: Rs250,000.00 - Rs350,000.00 per month"
